scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint,deadline_slots,size_bucket,compute_bucket,mem_bucket,atomicity,split_bucket,urgency,latency_sensitive,compute_heavy,io_heavy,memory_heavy,routing_hint,task_type,task_subtype,type_reason,multi_flags,final_flag,is_general,is_deadline_hard,is_latency_sensitive,is_compute_intensive,is_data_intensive,cluster_id
heavy,0,216,3,25,25.0,2.3498766,1008107400.0,2368928000.0,88.07422,video,1,0.78564197,25.785643,1,0.5616423,continuous,1,S,S,L,splittable,M,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,217,3,25,25.0,7.42982,1567227500.0,11644217000.0,44.420433,text,0,,,1,0.41254237,continuous,,L,M,S,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,1
heavy,0,218,4,25,25.0,6.4551415,978507970.0,6316407000.0,96.58911,image,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,219,5,25,25.0,4.4276347,1628650200.0,7211068000.0,109.63637,image,0,,,1,0.5055862,continuous,,M,M,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,220,6,25,25.0,3.6040227,1977327500.0,7126333400.0,74.55493,image,0,,,1,0.8020502,continuous,,S,L,M,splittable,L,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,221,7,25,25.0,6.008428,1042485600.0,6263700000.0,69.148056,sensor,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,1
heavy,0,222,8,25,25.0,3.6493564,4157851600.0,15173482000.0,36.524952,text,1,0.41406563,25.414066,0,0.0,discrete,1,S,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,223,10,25,25.0,2.2296472,967227200.0,2156575500.0,66.58795,sensor,1,0.70178664,25.701786,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,224,11,25,25.0,4.890605,963360400.0,4711415300.0,75.67859,text,1,0.4971287,25.49713,1,0.7163417,continuous,1,M,S,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,225,11,25,25.0,6.5416884,1322989800.0,8654588000.0,36.954384,image,0,,,1,0.6555537,continuous,,L,M,S,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,226,12,25,25.0,4.274184,1039315140.0,4442224000.0,34.80731,image,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,2
heavy,0,227,15,25,25.0,3.8929176,1305632500.0,5082719700.0,47.17756,sensor,0,,,1,0.43722048,continuous,,S,M,S,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,228,15,25,25.0,11.893515,1071129540.0,12739495000.0,53.018948,sensor,1,0.79411095,25.794111,0,0.0,discrete,1,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,229,3,26,26.0,8.420788,1073564000.0,9040255000.0,32.584225,image,1,0.91939616,26.919395,0,0.0,discrete,1,L,S,S,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,230,4,26,26.0,6.5694695,1212783500.0,7967344600.0,24.849434,text,0,,,1,0.46741596,continuous,,L,S,S,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,231,7,26,26.0,6.84023,1992052200.0,13626095000.0,86.454765,text,1,0.37702954,26.37703,0,0.0,discrete,1,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,232,8,26,26.0,11.347939,1060517440.0,12034687000.0,20.295616,sensor,1,0.71242625,26.712427,1,0.49257362,continuous,1,L,S,S,splittable,S,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,233,13,26,26.0,10.557991,2543354000.0,26852710000.0,51.67965,sensor,0,,,1,0.682634,continuous,,L,L,S,splittable,M,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,234,13,26,26.0,2.2074504,1042162240.0,2300521500.0,76.4684,sensor,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,235,15,26,26.0,6.316769,1938140700.0,12242787000.0,31.93665,text,1,0.85958046,26.859581,0,0.0,discrete,1,M,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,236,15,26,26.0,4.60478,2303174000.0,10605610000.0,41.23858,video,0,,,1,0.5491871,continuous,,M,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,237,9,27,27.0,4.2646008,1838009700.0,7838377500.0,164.37263,text,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,238,9,27,27.0,5.2384377,1435125500.0,7517816000.0,76.11019,text,1,0.4087874,27.408787,1,0.4286842,continuous,1,M,M,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,239,9,27,27.0,7.4199114,934257100.0,6932104700.0,49.819893,video,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,240,9,27,27.0,8.192476,1562347800.0,12799497000.0,35.496136,text,1,0.81866926,27.818668,1,0.57090074,continuous,1,L,M,S,splittable,M,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,241,9,27,27.0,15.277313,2860049000.0,43693863000.0,111.86404,video,0,,,1,0.6223523,continuous,,L,L,L,splittable,M,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,242,12,27,27.0,6.8061147,1461243300.0,9945389000.0,84.49276,video,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,2
heavy,0,243,12,27,27.0,4.435187,2286305000.0,10140191000.0,75.32688,image,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,2
heavy,0,244,12,27,27.0,5.389169,1335410700.0,7196754000.0,82.70356,image,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,2
heavy,0,245,15,27,27.0,10.40565,3271917300.0,34046427000.0,52.84543,image,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,246,15,27,27.0,3.5948272,1046913000.0,3763471400.0,69.61522,text,1,0.82887316,27.828873,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,247,15,27,27.0,7.903259,1429528200.0,11297931000.0,100.32146,sensor,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,248,0,28,28.0,5.274581,3509985500.0,18513703000.0,37.411938,sensor,1,0.69589466,28.695894,0,0.0,discrete,1,M,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,249,2,28,28.0,4.1588593,1633155500.0,6792063500.0,41.31738,text,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,2
heavy,0,250,14,28,28.0,14.258276,1734932700.0,24737150000.0,49.579586,video,0,,,1,0.68242943,continuous,,L,M,S,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,251,15,28,28.0,4.782741,2153316400.0,10298754000.0,39.083225,text,0,,,1,0.5666479,continuous,,M,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,252,6,29,29.0,1.6871206,1955337900.0,3298890500.0,94.400024,video,0,,,1,0.66062444,continuous,,S,L,L,splittable,M,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,253,6,29,29.0,9.690607,1741661800.0,16877760000.0,101.74083,image,0,,,0,0.0,discrete,,L,L,L,atomic,NA,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,254,7,29,29.0,1.653292,1420189000.0,2347987200.0,51.561623,sensor,1,0.606254,29.606255,0,0.0,discrete,1,S,M,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,255,10,29,29.0,4.8398724,1326177400.0,6418529300.0,86.18012,image,0,,,1,0.7533032,continuous,,M,M,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,256,10,29,29.0,3.2248566,1260899200.0,4066219000.0,45.782494,image,1,0.49252006,29.49252,1,0.45119077,continuous,1,S,M,S,splittable,S,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,257,10,29,29.0,7.7951236,2685564700.0,20934308000.0,120.25711,text,1,0.9057413,29.90574,1,0.7402513,continuous,1,L,L,L,splittable,L,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,258,11,29,29.0,2.984749,1086236200.0,3242142500.0,86.57622,image,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,259,12,29,29.0,14.668992,1837036700.0,26947478000.0,32.13007,video,0,,,1,0.6214889,continuous,,L,L,S,splittable,M,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,260,14,29,29.0,3.8478785,930687940.0,3581174300.0,45.270798,text,0,,,0,0.0,discrete,,S,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,261,16,29,29.0,3.655462,2122723800.0,7759536000.0,58.932434,text,0,,,1,0.4055137,continuous,,S,L,M,splittable,S,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,262,17,29,29.0,3.381056,1051484000.0,3555126300.0,80.24432,video,1,0.47672543,29.476725,0,0.0,discrete,1,S,S,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,263,0,30,30.0,5.8906074,1107945900.0,6526473700.0,70.39978,image,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,264,0,30,30.0,5.4259734,613105600.0,3326694700.0,70.272896,video,1,0.83789366,30.837894,1,0.69367063,continuous,1,M,S,M,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,265,5,30,30.0,17.182026,1045174900.0,17958222000.0,118.69237,text,1,0.30749172,30.307491,0,0.0,discrete,1,L,S,L,atomic,NA,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,266,11,30,30.0,6.6155257,2542255000.0,16818354000.0,117.598145,text,1,0.33694822,30.336948,1,0.63405365,continuous,1,L,L,L,splittable,M,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,267,11,30,30.0,4.3680224,763609860.0,3335465200.0,116.25389,text,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,268,16,30,30.0,6.089194,1152332500.0,7016775700.0,113.43882,text,1,0.5211895,30.521189,1,0.5056487,continuous,1,M,S,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,269,16,30,30.0,6.077677,1002522750.0,6093009400.0,91.22459,video,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,270,16,30,30.0,4.822867,1536682400.0,7411215000.0,65.69832,text,0,,,1,0.7418795,continuous,,M,M,M,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,271,1,31,31.0,3.6755292,1326762000.0,4876552000.0,61.07265,video,0,,,0,0.0,discrete,,S,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,1
heavy,0,272,2,31,31.0,2.3338046,1113716700.0,2599197200.0,65.1487,video,1,0.6661564,31.666157,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,2
heavy,0,273,7,31,31.0,2.4779701,681699840.0,1689231700.0,50.59379,text,0,,,1,0.41012228,continuous,,S,S,S,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,1
heavy,0,274,7,31,31.0,14.178991,3408681500.0,48331665000.0,43.105633,video,0,,,0,0.0,discrete,,L,L,S,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,275,9,31,31.0,6.151902,1501696500.0,9238289000.0,65.74069,image,0,,,0,0.0,discrete,,M,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,276,10,31,31.0,5.777985,1142047700.0,6598735000.0,76.573204,sensor,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,277,10,31,31.0,6.3690686,1351526400.0,8607964000.0,87.993195,image,1,0.442869,31.44287,1,0.6184215,continuous,1,L,M,L,splittable,M,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,278,10,31,31.0,3.1996517,526343740.0,1684116700.0,164.37263,video,1,0.69453406,31.694534,0,0.0,discrete,1,S,S,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,279,11,31,31.0,4.5869327,1839221100.0,8436383000.0,87.458534,sensor,1,0.908206,31.908207,1,0.40129557,continuous,1,M,L,L,splittable,S,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,280,15,31,31.0,2.3327203,1907795700.0,4450353700.0,22.497133,image,0,,,0,0.0,discrete,,S,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,281,15,31,31.0,9.025859,1502598800.0,13562245000.0,97.559845,sensor,0,,,1,0.8146224,continuous,,L,M,L,splittable,L,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,282,15,31,31.0,4.8116393,2545267000.0,12246907000.0,50.64708,image,0,,,1,0.59719366,continuous,,M,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,283,0,32,32.0,6.2734613,1017090000.0,6380674600.0,127.31893,text,1,0.6623758,32.662376,1,0.42422134,continuous,1,M,S,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,284,0,32,32.0,9.2184515,798621600.0,7362054000.0,87.111855,image,1,0.7256266,32.725628,0,0.0,discrete,1,L,S,L,atomic,NA,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,285,4,32,32.0,5.059095,2401365800.0,12148737000.0,67.96682,sensor,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,286,5,32,32.0,8.80864,380544320.0,3352077600.0,61.207794,sensor,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,287,6,32,32.0,3.480897,1731317800.0,6026538500.0,73.85663,image,1,0.90325093,32.90325,1,0.51018524,continuous,1,S,M,M,splittable,S,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,288,8,32,32.0,5.206888,948091840.0,4936608300.0,44.922096,text,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,289,10,32,32.0,12.3812,1466732900.0,18159913000.0,27.152351,sensor,0,,,0,0.0,discrete,,L,M,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,290,12,32,32.0,9.086244,2352414700.0,21374611000.0,70.582016,image,1,0.5161619,32.516163,1,0.70825994,continuous,1,L,L,M,splittable,L,hard,True,True,True,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,2
heavy,0,291,12,32,32.0,4.0098786,1802379500.0,7227323400.0,30.897963,text,1,0.6758398,32.67584,1,0.7010854,continuous,1,M,L,S,splittable,L,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",deadline_hard,False,True,False,False,False,2
heavy,0,292,14,32,32.0,4.351842,2072344800.0,9018516000.0,33.921043,image,0,,,0,0.0,discrete,,M,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,293,15,32,32.0,10.94428,583397400.0,6384863700.0,57.996826,text,0,,,1,0.65270215,continuous,,L,S,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,294,0,33,33.0,2.5389006,818590100.0,2078319000.0,63.366714,video,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,295,4,33,33.0,7.755764,4157851600.0,32247316000.0,34.318226,text,0,,,0,0.0,discrete,,L,L,S,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,296,6,33,33.0,5.757834,1646700200.0,9481426000.0,77.99219,image,0,,,1,0.45852545,continuous,,M,M,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,297,6,33,33.0,3.4304976,935122300.0,3207934700.0,69.82855,text,1,0.9015735,33.901573,1,0.5665005,continuous,1,S,S,M,splittable,M,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,298,9,33,33.0,5.7701783,1171178400.0,6757907500.0,53.057457,image,0,,,1,0.57250696,continuous,,M,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,299,9,33,33.0,5.825326,2118724000.0,12342258000.0,29.49231,sensor,0,,,0,0.0,discrete,,M,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,300,17,33,33.0,2.8393724,2139156500.0,6073861600.0,104.36989,sensor,1,0.44618106,33.446182,0,0.0,discrete,1,S,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,301,0,34,34.0,14.951874,1290256400.0,19291750000.0,40.06221,text,1,0.35271558,34.352715,1,0.84749985,continuous,1,L,M,S,splittable,L,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,302,0,34,34.0,2.0223677,3353250300.0,6781506000.0,73.42433,sensor,0,,,1,0.553578,continuous,,S,L,M,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,303,6,34,34.0,4.5895176,2330568000.0,10696183000.0,90.96464,image,0,,,1,0.8099581,continuous,,M,L,L,splittable,L,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,304,6,34,34.0,10.731089,1370013600.0,14701737000.0,44.43875,text,0,,,0,0.0,discrete,,L,M,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,305,6,34,34.0,7.9883914,2116384500.0,16906507000.0,56.98114,text,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,306,8,34,34.0,4.4823875,1781114400.0,7983645000.0,72.24095,image,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
